pretest_score,posttest_score,datetime,category
4411510,1804797,2015-01-01 00:00:00,1
3978204,9234786,2015-01-01 01:00:00,2
8178212,1967421,2015-01-01 02:00:00,2
9317497,8573478,2015-01-01 03:00:00,2
8113361,7464377,2015-01-01 04:00:00,1
2153479,1563845,2015-01-01 05:00:00,2
7306858,8452476,2015-01-01 06:00:00,2
3384686,8621053,2015-01-01 07:00:00,2
5278938,3960261,2015-01-01 08:00:00,1
7790610,7204029,2015-01-01 09:00:00,2
3556145,2476011,2015-01-01 10:00:00,2
1540492,6843700,2015-01-01 11:00:00,1
697862,570209,2015-01-01 12:00:00,2
9601405,1910506,2015-01-01 13:00:00,1
5828242,474017,2015-01-01 14:00:00,2
7097115,3052498,2015-01-01 15:00:00,1
3535859,2242313,2015-01-01 16:00:00,1
2560061,2455204,2015-01-01 17:00:00,2
1063359,5254197,2015-01-01 18:00:00,1
4783277,1058935,2015-01-01 19:00:00,1
2951556,9843209,2015-01-01 20:00:00,1
1903970,9206087,2015-01-01 21:00:00,2
5417919,3790253,2015-01-01 22:00:00,2
2258192,2902339,2015-01-01 23:00:00,1
2417018,930692,2015-01-02 00:00:00,2
8275892,4985339,2015-01-02 01:00:00,1
3295943,4594968,2015-01-02 02:00:00,1
4500202,2186554,2015-01-02 03:00:00,1
8559338,4708385,2015-01-02 04:00:00,1
3406668,8823633,2015-01-02 05:00:00,1
5583420,9025127,2015-01-02 06:00:00,2
6594907,8538219,2015-01-02 07:00:00,2
1511555,8626184,2015-01-02 08:00:00,2
9814328,2656556,2015-01-02 09:00:00,2
7366511,5078676,2015-01-02 10:00:00,2
4094929,6952783,2015-01-02 11:00:00,1
3522727,6518637,2015-01-02 12:00:00,2
9585642,1255095,2015-01-02 13:00:00,1
4059328,9147082,2015-01-02 14:00:00,2
3265613,8891450,2015-01-02 15:00:00,1
3610031,9298146,2015-01-02 16:00:00,1
1594646,7575678,2015-01-02 17:00:00,1
7724259,8974189,2015-01-02 18:00:00,2
5221070,7832073,2015-01-02 19:00:00,2
8820373,556349,2015-01-02 20:00:00,2
4585986,8578428,2015-01-02 21:00:00,1
7318460,131360,2015-01-02 22:00:00,2
3887108,2033696,2015-01-02 23:00:00,2
5294022,8866435,2015-01-03 00:00:00,1
9453408,7083693,2015-01-03 01:00:00,1
5329260,6524372,2015-01-03 02:00:00,2
5483453,4968761,2015-01-03 03:00:00,2
4981745,5648638,2015-01-03 04:00:00,2
9002639,372146,2015-01-03 05:00:00,2
3816214,4741770,2015-01-03 06:00:00,1
4980993,158264,2015-01-03 07:00:00,2
759360,2642862,2015-01-03 08:00:00,1
8480759,1720737,2015-01-03 09:00:00,1
4097562,6107514,2015-01-03 10:00:00,1
3317718,4450521,2015-01-03 11:00:00,2
7626441,4225779,2015-01-03 12:00:00,2
9693144,8641980,2015-01-03 13:00:00,2
1341572,9069991,2015-01-03 14:00:00,1
204390,1402268,2015-01-03 15:00:00,2
4231814,2781302,2015-01-03 16:00:00,2
