pretest_score,posttest_score,datetime,category
4875390,1788668,2015-01-01,7
898019,9957964,2015-01-02,6
7114351,3821745,2015-01-03,7
2763605,1720089,2015-01-04,9
3192295,7496153,2015-01-05,9
6162942,3442591,2015-01-06,9
9787010,1098862,2015-01-07,8
926718,4288248,2015-01-08,5
7981208,5098979,2015-01-09,8
6846885,4905076,2015-01-10,8
3314916,6373045,2015-01-11,5
1514220,503419,2015-01-12,5
798207,9650269,2015-01-13,6
6609481,3156191,2015-01-14,6
8393781,755863,2015-01-15,7
7301282,4184028,2015-01-16,8
8320603,6578043,2015-01-17,8
5134607,7691198,2015-01-18,8
3951964,4864575,2015-01-19,8
5300749,3022271,2015-01-20,6
4933954,9022351,2015-01-21,5
1627141,6544425,2015-01-22,5
7642210,7220164,2015-01-23,5
6105444,5587905,2015-01-24,5
9712659,4193861,2015-01-25,8
6724036,8792152,2015-01-26,7
9857381,7090112,2015-01-27,8
7624641,8411757,2015-01-28,8
8777411,4145332,2015-01-29,5
1357435,3057843,2015-01-30,9
3451755,5801979,2015-01-31,5
877787,4812380,2015-02-01,9
8382433,5518502,2015-02-02,6
5323344,8407943,2015-02-03,5
1090527,7136379,2015-02-04,5
2239889,9889251,2015-02-05,8
6647505,6311068,2015-02-06,7
8805270,2592325,2015-02-07,9
3154977,6227410,2015-02-08,5
2836561,4247380,2015-02-09,6
4065007,7647518,2015-02-10,9
4275072,1002883,2015-02-11,9
5885688,9828745,2015-02-12,6
4581705,6601382,2015-02-13,7
4312700,534251,2015-02-14,9
6803295,4637265,2015-02-15,8
5768015,634902,2015-02-16,8
971990,4366967,2015-02-17,8
1996556,2423750,2015-02-18,6
7154426,570195,2015-02-19,6
822418,7215157,2015-02-20,8
3402376,2375572,2015-02-21,6
7382577,6079074,2015-02-22,6
6508160,8783109,2015-02-23,9
2067248,5308207,2015-02-24,6
8133077,7299054,2015-02-25,6
4466925,8943978,2015-02-26,5
4232397,6099121,2015-02-27,7
8339455,7017954,2015-02-28,7
8259435,898144,2015-03-01,7
6264259,7923429,2015-03-02,9
3335931,2501716,2015-03-03,7
2581273,7820347,2015-03-04,7
1285464,1100717,2015-03-05,6
1349149,2387943,2015-03-06,6
9962227,3626374,2015-03-07,9
1431919,3756423,2015-03-08,5
7455299,7234240,2015-03-09,9
7420799,6759025,2015-03-10,7
2560044,3194392,2015-03-11,6
1867719,7072107,2015-03-12,5
1039924,8628839,2015-03-13,6
9094653,3240897,2015-03-14,7
9794583,4346577,2015-03-15,9
4176763,3894164,2015-03-16,6
9405056,9675059,2015-03-17,9
4691317,1026212,2015-03-18,6
1448671,1786127,2015-03-19,5
2688325,6279508,2015-03-20,7
5238372,3359073,2015-03-21,8
3286060,831710,2015-03-22,7
6040111,6524274,2015-03-23,8
7685474,3634847,2015-03-24,8
1607537,5225622,2015-03-25,9
2899619,7738922,2015-03-26,5
723448,6547519,2015-03-27,8
9145497,3065267,2015-03-28,5
7643684,6215076,2015-03-29,6
8712876,2657043,2015-03-30,8
4589670,7943134,2015-03-31,9
