pretest_score,posttest_score,datetime,category
6576457,8918438,2015-01-01 00:00:00,2
430060,4635817,2015-01-01 00:00:01,2
3215852,6654176,2015-01-01 00:00:02,1
8237113,7760534,2015-01-01 00:00:03,2
2208885,4547385,2015-01-01 00:00:04,1
6566187,6271552,2015-01-01 00:00:05,2
6458624,6559579,2015-01-01 00:00:06,1
6163796,8672811,2015-01-01 00:00:07,1
9651148,2751934,2015-01-01 00:00:08,2
6711139,9766750,2015-01-01 00:00:09,2
1567223,5586631,2015-01-01 00:00:10,2
7802952,479013,2015-01-01 00:00:11,1
8437725,4648962,2015-01-01 00:00:12,2
5411603,9841361,2015-01-01 00:00:13,2
6947296,8884293,2015-01-01 00:00:14,1
1212153,6495840,2015-01-01 00:00:15,2
9117568,5066782,2015-01-01 00:00:16,1
57648,9921805,2015-01-01 00:00:17,1
1138142,6255252,2015-01-01 00:00:18,2
9786983,6268208,2015-01-01 00:00:19,1
4268454,4081960,2015-01-01 00:00:20,1
5426291,6352058,2015-01-01 00:00:21,1
1967991,4065896,2015-01-01 00:00:22,1
6873294,9607493,2015-01-01 00:00:23,2
2901103,1719011,2015-01-01 00:00:24,2
5017532,4402567,2015-01-01 00:00:25,2
2829779,1153862,2015-01-01 00:00:26,1
2680525,9576748,2015-01-01 00:00:27,1
2201461,9394285,2015-01-01 00:00:28,2
7991743,6707417,2015-01-01 00:00:29,1
9061790,891689,2015-01-01 00:00:30,2
6341364,2914683,2015-01-01 00:00:31,1
9888021,8607193,2015-01-01 00:00:32,1
939732,8848080,2015-01-01 00:00:33,1
1664326,7519736,2015-01-01 00:00:34,1
6904818,917226,2015-01-01 00:00:35,2
4857479,5318572,2015-01-01 00:00:36,1
4611539,7961532,2015-01-01 00:00:37,2
2234401,4013268,2015-01-01 00:00:38,1
5354573,6917375,2015-01-01 00:00:39,2
6954651,1528418,2015-01-01 00:00:40,1
2031688,6405957,2015-01-01 00:00:41,2
6086176,2320183,2015-01-01 00:00:42,2
5577807,1123074,2015-01-01 00:00:43,2
4120815,3730752,2015-01-01 00:00:44,1
355801,9098980,2015-01-01 00:00:45,2
1034853,6046826,2015-01-01 00:00:46,2
7720282,8759120,2015-01-01 00:00:47,1
9042072,8548972,2015-01-01 00:00:48,2
2844143,6589170,2015-01-01 00:00:49,1
2091485,9076145,2015-01-01 00:00:50,2
1389827,5656473,2015-01-01 00:00:51,2
493708,3844216,2015-01-01 00:00:52,1
4075538,9588368,2015-01-01 00:00:53,2
9606718,7216061,2015-01-01 00:00:54,1
9155611,7618627,2015-01-01 00:00:55,1
9260755,1008483,2015-01-01 00:00:56,2
142127,6831575,2015-01-01 00:00:57,1
9954648,6373782,2015-01-01 00:00:58,1
3883165,3609561,2015-01-01 00:00:59,2
6875281,9747180,2015-01-01 00:01:00,1
7690006,8166693,2015-01-01 00:01:01,1
8913902,4242015,2015-01-01 00:01:02,2
1117661,2723332,2015-01-01 00:01:03,2
5033220,9376235,2015-01-01 00:01:04,2
8312954,8207216,2015-01-01 00:01:05,2
6022762,289895,2015-01-01 00:01:06,2
8944740,5677014,2015-01-01 00:01:07,2
6286539,7380750,2015-01-01 00:01:08,2
1714255,388703,2015-01-01 00:01:09,2
1159477,1530003,2015-01-01 00:01:10,2
5836166,3014480,2015-01-01 00:01:11,2
452094,957942,2015-01-01 00:01:12,1
9961080,5202489,2015-01-01 00:01:13,1
4908698,2207848,2015-01-01 00:01:14,2
9253977,7498201,2015-01-01 00:01:15,1
9286516,5165499,2015-01-01 00:01:16,2
8865129,4861875,2015-01-01 00:01:17,1
6420453,3023435,2015-01-01 00:01:18,1
406883,3911094,2015-01-01 00:01:19,2
8298604,2035831,2015-01-01 00:01:20,2
4533990,3680088,2015-01-01 00:01:21,2
