pretest_score,posttest_score,datetime,category
7416796,6472981,2004-01-01,9
9353376,9971055,2004-01-02,6
6853264,8325322,2004-01-03,9
5713944,5647941,2004-01-04,6
9028870,7240413,2004-01-05,6
3978113,4034139,2004-01-06,8
3440668,9365954,2004-01-07,7
7678671,2526274,2004-01-08,8
8020360,7121802,2004-01-09,7
1131458,6704886,2004-01-10,5
7265815,2362388,2004-01-11,8
9228753,2365730,2004-01-12,6
6706841,8369867,2004-01-13,8
8567423,8183357,2004-01-14,5
3359639,4173792,2004-01-15,9
7681182,3572176,2004-01-16,7
8602174,6677109,2004-01-17,7
7813530,7024850,2004-01-18,7
1100309,9748502,2004-01-19,5
3265395,5808598,2004-01-20,6
9014877,7186379,2004-01-21,9
6274993,651714,2004-01-22,6
2341502,7817483,2004-01-23,9
9421206,7158330,2004-01-24,8
7928629,3313867,2004-01-25,9
6048375,4404189,2004-01-26,7
2844307,2879745,2004-01-27,6
5537933,8565133,2004-01-28,5
9363687,7163469,2004-01-29,9
962689,8977941,2004-01-30,5
3845688,5764216,2004-01-31,6
890148,7888232,2004-02-01,6
7469842,3303476,2004-02-02,9
6229077,4804773,2004-02-03,7
4665724,3746475,2004-02-04,5
5412568,2656441,2004-02-05,8
6264922,6386187,2004-02-06,8
9087504,7352885,2004-02-07,8
6278257,8000856,2004-02-08,9
4831693,4136741,2004-02-09,8
6955830,3027890,2004-02-10,9
1604275,2753508,2004-02-11,9
8808560,4935352,2004-02-12,6
4020561,5606248,2004-02-13,9
6349619,6753973,2004-02-14,6
5819962,5819498,2004-02-15,5
3018936,7202424,2004-02-16,8
4835874,1904247,2004-02-17,6
6481841,9215294,2004-02-18,6
9159768,1113723,2004-02-19,6
2827756,9467755,2004-02-20,9
4405392,8738482,2004-02-21,6
7830299,7684928,2004-02-22,6
8365238,2898849,2004-02-23,5
3302566,4782966,2004-02-24,7
693622,2523099,2004-02-25,6
3537500,6440633,2004-02-26,5
7679525,893450,2004-02-27,5
4912611,6594892,2004-02-28,5
4898359,3956448,2004-02-29,8
9627359,7805071,2004-03-01,5
524072,7641310,2004-03-02,5
7302593,7611519,2004-03-03,8
2701270,3713260,2004-03-04,5
6335480,3874773,2004-03-05,7
9547699,6758644,2004-03-06,6
5964279,1567700,2004-03-07,6
5909047,8456857,2004-03-08,9
4065166,3248535,2004-03-09,5
9636525,6220470,2004-03-10,5
7997611,2099237,2004-03-11,9
8730607,4975237,2004-03-12,6
2175932,5374540,2004-03-13,7
5826829,3575396,2004-03-14,6
3480885,5759338,2004-03-15,7
6452271,6342548,2004-03-16,9
9468327,2730209,2004-03-17,7
5337312,8842163,2004-03-18,5
8445160,694963,2004-03-19,5
7577254,5131002,2004-03-20,7
1292965,9596346,2004-03-21,6
2661252,8780298,2004-03-22,9
2338500,7606811,2004-03-23,9
6581063,4778293,2004-03-24,8
9851169,934658,2004-03-25,7
6115059,8476769,2004-03-26,9
4832939,8867964,2004-03-27,9
3098384,940953,2004-03-28,6
5302094,4154431,2004-03-29,8
5687930,2995119,2004-03-30,5
3011868,9859494,2004-03-31,5
4204656,6381787,2004-04-01,5
6547640,9955309,2004-04-02,7
4025063,4979303,2004-04-03,7
7632463,2662770,2004-04-04,7
8771699,1447483,2004-04-05,5
4695650,1714345,2004-04-06,7
1032884,2669635,2004-04-07,8
8200177,800863,2004-04-08,7
9910448,9444472,2004-04-09,7
4945371,9139856,2004-04-10,8
2601084,1406748,2004-04-11,8
4416943,9735942,2004-04-12,5
5877869,7330380,2004-04-13,8
5313068,1772289,2004-04-14,9
9499935,2219559,2004-04-15,6
6857997,5783577,2004-04-16,8
3497926,2380589,2004-04-17,6
2532642,4002420,2004-04-18,9
4127150,5766086,2004-04-19,6
4694961,1307174,2004-04-20,7
1265690,7593812,2004-04-21,8
6659365,887594,2004-04-22,7
4286139,1747901,2004-04-23,5
7504937,6402824,2004-04-24,7
2681367,690162,2004-04-25,6
1094590,7105851,2004-04-26,9
5986314,4011999,2004-04-27,7
8117113,4304798,2004-04-28,9
7581613,7739829,2004-04-29,6
9810477,2534097,2004-04-30,6
3291910,2186012,2004-05-01,7
1961085,929195,2004-05-02,7
9872324,8063924,2004-05-03,5
6774498,5540836,2004-05-04,7
2679692,9162356,2004-05-05,7
5464635,6050455,2004-05-06,5
4713032,808337,2004-05-07,8
7763270,1030604,2004-05-08,6
6891325,9176030,2004-05-09,8
3121369,6536952,2004-05-10,7
6223209,6023178,2004-05-11,8
7000825,3153188,2004-05-12,9
5364680,9067236,2004-05-13,7
8526872,7115417,2004-05-14,7
6791631,6719848,2004-05-15,9
2205226,2468539,2004-05-16,6
5060792,7026513,2004-05-17,7
9147322,3127994,2004-05-18,8
6112546,5960130,2004-05-19,8
2980500,9002204,2004-05-20,9
8324848,8065241,2004-05-21,8
2236891,6273030,2004-05-22,9
8378531,5937328,2004-05-23,7
2474113,2656603,2004-05-24,5
3025372,7278572,2004-05-25,7
9262650,7599043,2004-05-26,6
2215962,7436376,2004-05-27,9
5162456,4435411,2004-05-28,8
4425303,5542956,2004-05-29,5
8777223,550527,2004-05-30,5
9717317,5558161,2004-05-31,8
3888941,5280648,2004-06-01,6
4364932,7057238,2004-06-02,6
7797865,9090899,2004-06-03,5
7965998,3662868,2004-06-04,9
6769099,6854121,2004-06-05,9
5414584,7495002,2004-06-06,6
4864275,646878,2004-06-07,9
8633175,3097968,2004-06-08,9
2492001,9598285,2004-06-09,9
6997523,5525739,2004-06-10,7
9007092,2587381,2004-06-11,7
7831534,2363034,2004-06-12,6
7486112,9140145,2004-06-13,8
7377563,4422237,2004-06-14,6
4227474,1522751,2004-06-15,5
9534949,6224512,2004-06-16,7
6672643,682022,2004-06-17,5
6057086,7580361,2004-06-18,5
678368,7284184,2004-06-19,9
1769633,1778823,2004-06-20,8
2187886,2938228,2004-06-21,6
6218583,2949643,2004-06-22,8
3423849,7429811,2004-06-23,7
8364007,4808644,2004-06-24,6
8771346,8943562,2004-06-25,5
7295915,537967,2004-06-26,7
4240646,8541912,2004-06-27,8
7128144,7312850,2004-06-28,7
1692471,6924092,2004-06-29,9
2473049,7282939,2004-06-30,7
8351215,5850051,2004-07-01,6
2826501,9419804,2004-07-02,7
9041578,8622630,2004-07-03,7
9134173,3067141,2004-07-04,7
3584518,9051452,2004-07-05,9
5891829,6370888,2004-07-06,7
1873355,8522052,2004-07-07,5
6853817,8249353,2004-07-08,7
5746783,2623662,2004-07-09,7
5564169,7082411,2004-07-10,5
2038974,2476602,2004-07-11,7
4669864,7562537,2004-07-12,5
2772032,563625,2004-07-13,6
4497526,6720899,2004-07-14,9
1399453,6938545,2004-07-15,8
4726372,2171662,2004-07-16,7
7105399,6690305,2004-07-17,9
9947265,4105884,2004-07-18,7
812563,8626523,2004-07-19,5
3207222,8390774,2004-07-20,7
3336864,9608155,2004-07-21,8
1509876,9862827,2004-07-22,5
4456071,6131774,2004-07-23,7
9828805,3674752,2004-07-24,8
4302976,4591574,2004-07-25,9
3747533,3699580,2004-07-26,7
1320042,8458040,2004-07-27,7
6097275,9473793,2004-07-28,9
9520705,9382542,2004-07-29,5
7812414,872103,2004-07-30,6
9093423,8684807,2004-07-31,8
6541614,6148625,2004-08-01,7
