pretest_score,posttest_score,datetime,category
8762116,6723120,2015-01-01,1
3812009,9275209,2015-01-02,1
9899246,9296786,2015-01-03,1
9172384,2164418,2015-01-04,1
9733854,3976942,2015-01-05,2
9034832,4274145,2015-01-06,2
3620497,7579756,2015-01-07,2
252803,3194246,2015-01-08,1
9364889,1823655,2015-01-09,2
9989360,1930193,2015-01-10,2
2587509,6831740,2015-01-11,2
9797216,7525136,2015-01-12,1
3482497,2526920,2015-01-13,2
2103240,2198489,2015-01-14,1
1953039,4619587,2015-01-15,2
7408397,7968871,2015-01-16,2
6425474,1480477,2015-01-17,1
9162605,9224844,2015-01-18,1
7013959,3899492,2015-01-19,1
5741244,778859,2015-01-20,2
1846027,3038578,2015-01-21,1
2456850,8389890,2015-01-22,1
2691185,6886853,2015-01-23,2
401027,3046824,2015-01-24,2
7783331,7397272,2015-01-25,1
442714,2157688,2015-01-26,2
3496978,5894796,2015-01-27,2
471243,4318782,2015-01-28,2
3304901,5600015,2015-01-29,2
8338611,4721714,2015-01-30,2
8465968,194634,2015-01-31,2
5840970,7804584,2015-02-01,1
2082325,1231288,2015-02-02,1
3978382,4705799,2015-02-03,2
3101895,5819421,2015-02-04,2
5106891,520332,2015-02-05,2
6474872,2809971,2015-02-06,1
1752169,5385747,2015-02-07,2
4614688,9164687,2015-02-08,2
6335579,4358071,2015-02-09,1
3032855,2969951,2015-02-10,2
9152483,8969488,2015-02-11,1
8793516,460226,2015-02-12,2
9890496,6681444,2015-02-13,2
1601132,6611891,2015-02-14,1
8006452,7369869,2015-02-15,1
3684823,4316666,2015-02-16,2
4486692,9324072,2015-02-17,1
7642925,7462898,2015-02-18,1
637190,3648453,2015-02-19,2
4054818,2971412,2015-02-20,1
1544905,7635726,2015-02-21,2
3146694,1553594,2015-02-22,2
3682788,8510190,2015-02-23,1
4895258,1314429,2015-02-24,2
5181094,2485557,2015-02-25,2
8552448,3499050,2015-02-26,1
149546,481419,2015-02-27,2
2886110,232213,2015-02-28,2
2379850,9515508,2015-03-01,1
6673591,4385350,2015-03-02,2
1853218,7333733,2015-03-03,1
569318,1037293,2015-03-04,2
966088,7009485,2015-03-05,2
4956372,3674378,2015-03-06,2
3139330,2165102,2015-03-07,2
269493,3481031,2015-03-08,1
2466514,835770,2015-03-09,1
4561373,94672,2015-03-10,1
9482515,4940270,2015-03-11,2
9548634,2610810,2015-03-12,1
3522574,277834,2015-03-13,1
6137064,2787466,2015-03-14,2
3957669,9581179,2015-03-15,1
9986067,405483,2015-03-16,2
8519066,3206048,2015-03-17,1
8954768,4309785,2015-03-18,1
5943612,4140015,2015-03-19,2
9042290,2417950,2015-03-20,2
4950825,9116991,2015-03-21,1
379220,1671180,2015-03-22,1
4329078,8926644,2015-03-23,2
9840441,7163223,2015-03-24,1
5049705,2174036,2015-03-25,1
1948382,1330320,2015-03-26,1
3594818,2512155,2015-03-27,2
9364300,7039787,2015-03-28,1
9995081,434000,2015-03-29,2
8289036,7108817,2015-03-30,1
4550181,9986552,2015-03-31,1
5055423,3936573,2015-04-01,1
661846,802504,2015-04-02,2
7554927,4756707,2015-04-03,1
2392928,2548442,2015-04-04,2
3250297,400243,2015-04-05,1
4303185,2179003,2015-04-06,1
6867525,6677451,2015-04-07,1
5874338,7301434,2015-04-08,2
7931281,9357841,2015-04-09,2
9403613,3463510,2015-04-10,1
3383617,2786437,2015-04-11,1
1452552,2940960,2015-04-12,2
8695506,8810404,2015-04-13,1
9021922,9942750,2015-04-14,2
1382523,3378732,2015-04-15,2
9670502,2910414,2015-04-16,1
6047387,3237256,2015-04-17,1
7785868,9635768,2015-04-18,2
463067,1792843,2015-04-19,2
4709739,8909945,2015-04-20,1
1282658,3065926,2015-04-21,2
3570905,3682560,2015-04-22,1
7882380,306594,2015-04-23,1
7411228,59452,2015-04-24,2
1039531,1133544,2015-04-25,1
6487106,2587187,2015-04-26,2
2992352,875363,2015-04-27,1
2257022,5297830,2015-04-28,1
9490257,379657,2015-04-29,1
4801666,335754,2015-04-30,1
3732558,2195948,2015-05-01,2
6602850,985892,2015-05-02,2
7628359,1267128,2015-05-03,1
1439605,3086291,2015-05-04,2
4108788,2552056,2015-05-05,1
1493805,9171347,2015-05-06,1
4469015,5756013,2015-05-07,2
4626691,8807431,2015-05-08,2
5142646,3686486,2015-05-09,2
8156737,2103910,2015-05-10,2
2031821,4331416,2015-05-11,2
2459939,8172147,2015-05-12,2
4826870,7790467,2015-05-13,2
4356549,4107851,2015-05-14,1
5124212,100518,2015-05-15,2
3623367,4818299,2015-05-16,1
4446313,3753444,2015-05-17,2
3167823,1158380,2015-05-18,1
1479440,2964669,2015-05-19,2
316336,1800911,2015-05-20,1
4625271,4253104,2015-05-21,2
4977376,7331516,2015-05-22,1
46616,8731959,2015-05-23,1
8987538,7116153,2015-05-24,2
3666918,445764,2015-05-25,2
2414131,2498487,2015-05-26,1
7171982,801118,2015-05-27,1
8968940,9639850,2015-05-28,1
3027952,5658119,2015-05-29,1
1341224,6459779,2015-05-30,1
2673625,2348243,2015-05-31,2
7434083,6369777,2015-06-01,2
3858283,8719593,2015-06-02,1
6673363,74396,2015-06-03,1
6966316,1070426,2015-06-04,2
339366,2721993,2015-06-05,2
5211230,4525245,2015-06-06,1
8119143,2026649,2015-06-07,2
1840874,1410167,2015-06-08,2
3513698,4850925,2015-06-09,2
3947583,7073941,2015-06-10,2
9480577,2237560,2015-06-11,1
236815,6130931,2015-06-12,1
3480640,5614799,2015-06-13,2
289011,1698056,2015-06-14,1
9820269,4494917,2015-06-15,1
5393783,1648062,2015-06-16,2
3376894,9478306,2015-06-17,1
7519167,7363291,2015-06-18,2
9334077,7894756,2015-06-19,1
5390916,5018357,2015-06-20,1
8860423,1921622,2015-06-21,1
4683485,514519,2015-06-22,1
8067405,267035,2015-06-23,1
6372436,9991071,2015-06-24,2
9243326,2129692,2015-06-25,1
1932351,222219,2015-06-26,2
6074505,8454607,2015-06-27,2
2378365,3811274,2015-06-28,2
1890368,7386581,2015-06-29,1
5038361,8856286,2015-06-30,1
6069602,2122074,2015-07-01,2
5768295,4092669,2015-07-02,2
2051859,5822895,2015-07-03,1
83271,2346516,2015-07-04,2
7778824,6221507,2015-07-05,1
4944927,2616846,2015-07-06,1
6135412,4320000,2015-07-07,1
9025850,9430605,2015-07-08,2
